fid,id,pid,mid,sex,sexf,pop,reg,population,region
CLM29,HG01350,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM29,HG01351,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM30,HG01353,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM30,HG01354,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM31,HG01356,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM31,HG01357,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM32,HG01359,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM32,HG01360,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM33,HG01362,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM33,HG01363,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM34,HG01365,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM34,HG01366,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM35,HG01369,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM36,HG01372,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM37,HG01374,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM37,HG01375,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM38,HG01377,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM38,HG01378,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM40,HG01383,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM40,HG01384,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM42,HG01389,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM42,HG01390,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
PR70,HG01392,0,0,1,male,PUR,AMR,Puerto Rican in Puerto Rico,America
PR70,HG01393,0,0,2,female,PUR,AMR,Puerto Rican in Puerto Rico,America
PR71,HG01395,0,0,1,male,PUR,AMR,Puerto Rican in Puerto Rico,America
PR71,HG01396,0,0,2,female,PUR,AMR,Puerto Rican in Puerto Rico,America
PR72,HG01398,0,0,1,male,PUR,AMR,Puerto Rican in Puerto Rico,America
PR74,HG01402,0,0,1,male,PUR,AMR,Puerto Rican in Puerto Rico,America
PR74,HG01403,0,0,2,female,PUR,AMR,Puerto Rican in Puerto Rico,America
PR75,HG01405,0,0,1,male,PUR,AMR,Puerto Rican in Puerto Rico,America
PR76,HG01412,0,0,1,male,PUR,AMR,Puerto Rican in Puerto Rico,America
PR78,HG01413,0,0,1,male,PUR,AMR,Puerto Rican in Puerto Rico,America
PR78,HG01414,0,0,2,female,PUR,AMR,Puerto Rican in Puerto Rico,America
CLM43,HG01431,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM43,HG01432,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM44,HG01435,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM45,HG01437,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM45,HG01438,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM46a,HG01440,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM46,HG01441,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM47,HG01443,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM47,HG01444,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM48,HG01447,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM51,HG01455,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM51,HG01456,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM52,HG01459,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM53,HG01461,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM53,HG01462,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM54,HG01464,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM54,HG01465,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM55,HG01468,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM57,HG01474,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM59,HG01479,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM61,HG01485,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM61,HG01486,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM62,HG01488,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM62,HG01489,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM63,HG01491,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM63,HG01492,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM64,HG01494,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM64,HG01495,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM65,HG01497,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM65,HG01498,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
IBS001,HG01500,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS001,HG01501,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS002,HG01503,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS002,HG01504,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS003,HG01506,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS003,HG01507,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS004,HG01509,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS004,HG01510,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS005,HG01512,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS005,HG01513,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS006,HG01515,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS006,HG01516,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS007,HG01518,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS007,HG01519,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS008,HG01521,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS008,HG01522,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS009,HG01524,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS009,HG01525,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS010,HG01527,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS010,HG01528,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS011,HG01530,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS011,HG01531,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS013,HG01536,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS013,HG01537,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
CLM66,HG01550,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM66,HG01551,0,0,2,female,CLM,AMR,"Colombian in Medellin, Colombia",America
CLM68,HG01556,0,0,1,male,CLM,AMR,"Colombian in Medellin, Colombia",America
PEL001,HG01565,0,0,1,male,PEL,AMR,"Peruvian in Lima, Peru",America
PEL001,HG01566,0,0,2,female,PEL,AMR,"Peruvian in Lima, Peru",America
PEL003,HG01571,0,0,1,male,PEL,AMR,"Peruvian in Lima, Peru",America
PEL003,HG01572,0,0,2,female,PEL,AMR,"Peruvian in Lima, Peru",America
PEL005,HG01577,0,0,1,male,PEL,AMR,"Peruvian in Lima, Peru",America
PEL005,HG01578,0,0,2,female,PEL,AMR,"Peruvian in Lima, Peru",America
PK02,HG01583,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK03,HG01586,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK04,HG01589,0,0,1,male,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
PK05,HG01593,0,0,2,female,PJL,SAS,"Punjabi in Lahore, Pakistan",South Asia
VN001,HG01595,0,0,2,female,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
VN002,HG01596,0,0,1,male,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
VN003,HG01597,0,0,2,female,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
VN004,HG01598,0,0,2,female,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
VN005,HG01599,0,0,2,female,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
VN006,HG01600,0,0,2,female,KHV,EAS,"Kinh in Ho Chi Minh City, Vietnam",East Asia
IBS024,HG01602,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS024,HG01603,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS023,HG01605,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS023,HG01606,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS022,HG01607,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS022,HG01608,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS021,HG01610,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS021,HG01612,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS020,HG01613,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS020,HG01615,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS019,HG01617,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS019,HG01618,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS018,HG01619,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS018,HG01620,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS017,HG01623,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS017,HG01624,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS016,HG01625,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS016,HG01626,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS015,HG01628,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS015,HG01630,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS014,HG01631,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS014,HG01632,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS025,HG01668,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS025,HG01669,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS026,HG01670,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS026,HG01672,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS027,HG01673,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS027,HG01675,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS028,HG01676,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS028,HG01678,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS029,HG01679,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS029,HG01680,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS030,HG01682,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS030,HG01684,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS031,HG01685,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS031,HG01686,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS034,HG01694,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS034,HG01695,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS035,HG01697,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS035,HG01699,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS036,HG01700,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS036,HG01702,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS037,HG01704,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS037,HG01705,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS038,HG01707,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS038,HG01708,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS039,HG01709,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS039,HG01710,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS041,HG01746,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS041,HG01747,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS044,HG01756,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS044,HG01757,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS046,HG01761,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS046,HG01762,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS047,HG01765,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS047,HG01766,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS048,HG01767,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS048,HG01768,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS049,HG01770,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS049,HG01771,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS050,HG01773,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS050,HG01775,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS051,HG01776,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS051,HG01777,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS052,HG01779,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS052,HG01781,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS053,HG01783,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS053,HG01784,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
IBS054,HG01785,0,0,1,male,IBS,EUR,Iberian populations in Spain,Europe
IBS054,HG01786,0,0,2,female,IBS,EUR,Iberian populations in Spain,Europe
HG01789,HG01789,0,0,1,male,GBR,EUR,British in England and Scotland,Europe
HG01790,HG01790,0,0,2,female,GBR,EUR,British in England and Scotland,Europe
HG01791,HG01791,0,0,1,male,GBR,EUR,British in England and Scotland,Europe
HG01794,HG01794,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG01795,HG01795,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG01796,HG01796,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG01797,HG01797,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG01798,HG01798,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG01799,HG01799,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG01800,HG01800,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG01801,HG01801,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG01802,HG01802,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
HG01804,HG01804,0,0,2,female,CDX,EAS,"Chinese Dai in Xishuangbanna, China",East Asia
